T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
1.0,3/5+1/5,add,4/5,256,151,0.58984375,15.7,0.7916666666666666,20.182291666666664
1.0,4/5+3/5,add,7/5,256,124,0.484375,12.62,0.75,26.5625
1.0,3/5+1/4,add,17/20,256,48,0.1875,18.22,0.5166666666666667,32.91666666666667
1.0,2/3+3/5,add,19/15,256,26,0.1015625,20.37,0.5083333333333333,40.67708333333333
1.0,3/5-1/5,sub,2/5,256,177,0.69140625,15.35,0.8333333333333334,14.192708333333337
1.0,4/5-3/5,sub,1/5,256,188,0.734375,17.23,0.8416666666666667,10.729166666666668
1.0,3/5-1/4,sub,7/20,256,57,0.22265625,19.65,0.55,32.73437500000001
1.0,2/3-3/5,sub,1/15,256,59,0.23046875,18.21,0.6166666666666667,38.61979166666667
1.0,3/5*1/5,mul,3/25,256,99,0.38671875,13.73,0.31666666666666665,7.005208333333335
1.0,4/5*3/5,mul,12/25,256,171,0.66796875,13.47,0.4166666666666667,25.130208333333332
1.0,3/5*1/4,mul,3/20,256,135,0.52734375,17.13,0.5583333333333333,3.098958333333335
1.0,2/3*3/5,mul,2/5,256,132,0.515625,19.0,0.5916666666666667,7.604166666666668
1.0,3/5:1/5,div,3,256,75,0.29296875,13.45,0.35833333333333334,6.536458333333334
1.0,4/5:3/5,div,4/3,256,38,0.1484375,15.31,0.2,5.156250000000001
1.0,3/5:1/4,div,12/5,256,33,0.12890625,20.11,0.25,12.109375
1.0,2/3:3/5,div,10/9,256,36,0.140625,19.21,0.15,0.9374999999999994
