T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
1.0,3/5+1/5,add,4/5,256,141,0.55078125,12.26,0.7916666666666666,24.088541666666664
1.0,4/5+3/5,add,7/5,256,126,0.4921875,12.05,0.75,25.78125
1.0,3/5+1/4,add,17/20,256,46,0.1796875,17.99,0.5166666666666667,33.69791666666667
1.0,2/3+3/5,add,19/15,256,11,0.04296875,16.63,0.5083333333333333,46.53645833333333
1.0,3/5-1/5,sub,2/5,256,171,0.66796875,13.81,0.8333333333333334,16.536458333333336
1.0,4/5-3/5,sub,1/5,256,179,0.69921875,12.74,0.8416666666666667,14.244791666666668
1.0,3/5-1/4,sub,7/20,256,33,0.12890625,14.7,0.55,42.10937500000001
1.0,2/3-3/5,sub,1/15,256,74,0.2890625,19.91,0.6166666666666667,32.76041666666667
1.0,3/5*1/5,mul,3/25,256,87,0.33984375,16.12,0.31666666666666665,2.317708333333335
1.0,4/5*3/5,mul,12/25,256,201,0.78515625,15.5,0.4166666666666667,36.84895833333333
1.0,3/5*1/4,mul,3/20,256,145,0.56640625,14.02,0.5583333333333333,0.8072916666666652
1.0,2/3*3/5,mul,2/5,256,137,0.53515625,13.81,0.5916666666666667,5.651041666666668
1.0,3/5:1/5,div,3,256,64,0.25,15.36,0.35833333333333334,10.833333333333334
1.0,4/5:3/5,div,4/3,256,33,0.12890625,17.72,0.2,7.109375000000001
1.0,3/5:1/4,div,12/5,256,47,0.18359375,18.43,0.25,6.640625
1.0,2/3:3/5,div,10/9,256,36,0.140625,17.55,0.15,0.9374999999999994
