T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
1.0,3/5+1/5,add,4/5,256,131,0.51171875,17.01,0.7916666666666666,27.994791666666664
1.0,4/5+3/5,add,7/5,256,112,0.4375,14.84,0.75,31.25
1.0,3/5+1/4,add,17/20,256,36,0.140625,16.96,0.5166666666666667,37.60416666666667
1.0,2/3+3/5,add,19/15,256,13,0.05078125,19.52,0.5083333333333333,45.75520833333333
1.0,3/5-1/5,sub,2/5,256,177,0.69140625,12.4,0.8333333333333334,14.192708333333337
1.0,4/5-3/5,sub,1/5,256,171,0.66796875,13.6,0.8416666666666667,17.369791666666668
1.0,3/5-1/4,sub,7/20,256,44,0.171875,18.7,0.55,37.81250000000001
1.0,2/3-3/5,sub,1/15,256,73,0.28515625,17.63,0.6166666666666667,33.15104166666667
1.0,3/5*1/5,mul,3/25,256,83,0.32421875,15.33,0.31666666666666665,0.7552083333333348
1.0,4/5*3/5,mul,12/25,256,186,0.7265625,12.82,0.4166666666666667,30.989583333333332
1.0,3/5*1/4,mul,3/20,256,123,0.48046875,15.32,0.5583333333333333,7.786458333333335
1.0,2/3*3/5,mul,2/5,256,131,0.51171875,17.38,0.5916666666666667,7.994791666666668
1.0,3/5:1/5,div,3,256,59,0.23046875,17.82,0.35833333333333334,12.786458333333334
1.0,4/5:3/5,div,4/3,256,33,0.12890625,16.8,0.2,7.109375000000001
1.0,3/5:1/4,div,12/5,256,38,0.1484375,18.09,0.25,10.15625
1.0,2/3:3/5,div,10/9,256,31,0.12109375,16.95,0.15,2.8906249999999996
