T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
2.0,3/5+1/5,add,4/5,256,151,0.58984375,61.0,0.7916666666666666,20.182291666666664
2.0,4/5+3/5,add,7/5,256,127,0.49609375,33.97,0.75,25.390625
2.0,3/5+1/4,add,17/20,256,177,0.69140625,50.14,0.5166666666666667,17.47395833333333
2.0,2/3+3/5,add,19/15,256,175,0.68359375,56.19,0.5083333333333333,17.52604166666667
2.0,3/5-1/5,sub,2/5,256,190,0.7421875,51.13,0.8333333333333334,9.114583333333337
2.0,4/5-3/5,sub,1/5,256,180,0.703125,36.5,0.8416666666666667,13.854166666666668
2.0,3/5-1/4,sub,7/20,256,174,0.6796875,59.43,0.55,12.968749999999996
2.0,2/3-3/5,sub,1/15,256,232,0.90625,51.73,0.6166666666666667,28.95833333333333
2.0,3/5*1/5,mul,3/25,256,81,0.31640625,59.27,0.31666666666666665,0.026041666666665186
2.0,4/5*3/5,mul,12/25,256,95,0.37109375,53.32,0.4166666666666667,4.557291666666669
2.0,3/5*1/4,mul,3/20,256,75,0.29296875,51.43,0.5583333333333333,26.536458333333336
2.0,2/3*3/5,mul,2/5,256,78,0.3046875,58.04,0.5916666666666667,28.697916666666668
2.0,3/5:1/5,div,3,256,81,0.31640625,59.06,0.35833333333333334,4.192708333333334
2.0,4/5:3/5,div,4/3,256,37,0.14453125,56.29,0.2,5.546875000000001
2.0,3/5:1/4,div,12/5,256,106,0.4140625,55.22,0.25,16.40625
2.0,2/3:3/5,div,10/9,256,14,0.0546875,50.01,0.15,9.53125
