T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
0.5,3/5+1/5,add,4/5,256,217,0.84765625,53.47,0.7916666666666666,5.5989583333333375
0.5,4/5+3/5,add,7/5,256,213,0.83203125,27.61,0.75,8.203125
0.5,3/5+1/4,add,17/20,256,147,0.57421875,55.33,0.5166666666666667,5.755208333333329
0.5,2/3+3/5,add,19/15,256,139,0.54296875,49.71,0.5083333333333333,3.4635416666666696
0.5,3/5-1/5,sub,2/5,256,256,1.0,20.72,0.8333333333333334,16.666666666666664
0.5,4/5-3/5,sub,1/5,256,256,1.0,20.85,0.8416666666666667,15.833333333333332
0.5,3/5-1/4,sub,7/20,256,153,0.59765625,59.8,0.55,4.765624999999996
0.5,2/3-3/5,sub,1/15,256,161,0.62890625,47.89,0.6166666666666667,1.2239583333333304
0.5,3/5*1/5,mul,3/25,256,214,0.8359375,22.13,0.31666666666666665,51.927083333333336
0.5,4/5*3/5,mul,12/25,256,228,0.890625,31.06,0.4166666666666667,47.39583333333333
0.5,3/5*1/4,mul,3/20,256,256,1.0,22.14,0.5583333333333333,44.166666666666664
0.5,2/3*3/5,mul,2/5,256,256,1.0,51.89,0.5916666666666667,40.833333333333336
0.5,3/5:1/5,div,3,256,110,0.4296875,58.91,0.35833333333333334,7.135416666666666
0.5,4/5:3/5,div,4/3,256,78,0.3046875,59.42,0.2,10.468749999999998
0.5,3/5:1/4,div,12/5,256,71,0.27734375,54.89,0.25,2.734375
0.5,2/3:3/5,div,10/9,256,41,0.16015625,53.09,0.15,1.0156250000000004
