T,prob,op,gt,n_rollouts,n_correct,acc_model,elapsed_sec,acc_human,abs_err_pp
0.7,3/5+1/5,add,4/5,256,256,1.0,11.66,0.7916666666666666,20.833333333333336
0.7,4/5+3/5,add,7/5,256,256,1.0,11.68,0.75,25.0
0.7,3/5+1/4,add,17/20,256,234,0.9140625,34.6,0.5166666666666667,39.73958333333333
0.7,2/3+3/5,add,19/15,256,236,0.921875,35.74,0.5083333333333333,41.35416666666667
0.7,3/5-1/5,sub,2/5,256,256,1.0,17.12,0.8333333333333334,16.666666666666664
0.7,4/5-3/5,sub,1/5,256,256,1.0,17.15,0.8416666666666667,15.833333333333332
0.7,3/5-1/4,sub,7/20,256,234,0.9140625,40.37,0.55,36.40624999999999
0.7,2/3-3/5,sub,1/15,256,237,0.92578125,40.41,0.6166666666666667,30.91145833333333
0.7,3/5*1/5,mul,3/25,256,37,0.14453125,21.89,0.31666666666666665,17.213541666666664
0.7,4/5*3/5,mul,12/25,256,37,0.14453125,25.83,0.4166666666666667,27.213541666666668
0.7,3/5*1/4,mul,3/20,256,240,0.9375,36.28,0.5583333333333333,37.916666666666664
0.7,2/3*3/5,mul,2/5,256,256,1.0,33.12,0.5916666666666667,40.833333333333336
0.7,3/5:1/5,div,3,256,24,0.09375,25.7,0.35833333333333334,26.458333333333332
0.7,4/5:3/5,div,4/3,256,9,0.03515625,28.82,0.2,16.484375
0.7,3/5:1/4,div,12/5,256,79,0.30859375,43.98,0.25,5.859375
0.7,2/3:3/5,div,10/9,256,0,0.0,47.19,0.15,15.0
